experience_level,job_title,salary_in_usd,company_location,company_size
SE,Data Analyst,190000,US,M
MI,Data Science,104000,US,M
MI,Data Science,86000,US,M
EX,Head of Data,195000,US,M
EX,Head of Data,150000,US,M
SE,Data Science,237500,US,M
SE,Data Science,185000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,100000,US,M
MI,Business Intelligence Engineer,165600,US,L
MI,Business Intelligence Engineer,65800,US,L
EN,Data Analyst,154000,US,M
EN,Data Analyst,105000,US,M
SE,ML Engineer,250800,US,M
SE,ML Engineer,167200,US,M
SE,Data Scientist,165000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,278700,US,M
SE,Data Scientist,159300,US,M
MI,Data Scientist,138000,US,M
MI,Data Scientist,86000,US,M
EN,Data Analyst,106960,US,M
EN,Data Analyst,66820,US,M
MI,Research Scientist,157900,US,M
MI,Research Scientist,128900,US,M
SE,Machine Learning Engineer,258450,US,M
SE,Machine Learning Engineer,173400,US,M
EN,Data Analyst,138000,US,M
EN,Data Analyst,86000,US,M
MI,Data Scientist,199700,US,M
MI,Data Scientist,114100,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,115000,US,M
MI,Data Analyst,120000,US,M
MI,Data Analyst,105000,US,M
MI,Machine Learning Engineer,210100,US,M
MI,Machine Learning Engineer,210100,US,M
EN,Data Analyst,101000,US,M
EN,Data Analyst,63000,US,M
SE,Data Scientist,193000,US,M
SE,Data Scientist,172000,US,M
MI,Machine Learning Engineer,175000,US,M
MI,Machine Learning Engineer,152000,US,M
SE,Data Scientist,208500,US,M
SE,Data Scientist,165000,US,M
SE,Business Intelligence Developer,156000,US,M
SE,Business Intelligence Developer,105267,US,M
SE,Data Engineer,226000,US,M
SE,Data Engineer,132000,US,M
EN,Data Analyst,108000,US,M
EN,Data Analyst,72200,US,M
SE,Data Scientist,215000,US,M
SE,Data Scientist,146900,US,M
SE,Data Science,270250,US,M
SE,Data Science,144000,US,M
SE,AI Engineer,212000,US,M
SE,AI Engineer,93300,US,M
SE,Data Integration Developer,180000,US,M
SE,Data Integration Developer,121056,US,M
MI,Data Management Analyst,124935,US,M
MI,Data Management Analyst,76050,US,M
MI,Data Engineer,115500,US,M
MI,Data Engineer,100000,US,M
SE,Data Integration Developer,156000,US,M
SE,Data Integration Developer,105267,US,M
MI,Data Science,250000,US,M
MI,Data Science,90100,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73000,US,M
SE,Machine Learning Engineer,237600,US,M
SE,Machine Learning Engineer,146900,US,M
MI,ML Ops Engineer,198000,US,M
MI,ML Ops Engineer,114800,US,M
SE,Data Analyst,150000,US,M
SE,Data Analyst,140000,US,M
SE,Data Scientist,138000,US,M
SE,Data Scientist,86000,US,M
MI,Data Engineer,205600,US,L
MI,Data Engineer,105700,US,L
SE,Data Scientist,226000,US,M
SE,Data Scientist,132000,US,M
MI,Data Analyst,154000,US,M
MI,Data Analyst,105000,US,M
SE,Machine Learning Engineer,255800,US,M
SE,Machine Learning Engineer,255800,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,132000,US,M
SE,Data Engineer,185000,US,M
SE,Data Engineer,130000,US,M
SE,Data Engineer,226000,US,M
SE,Data Engineer,132000,US,M
SE,Data Scientist,136300,US,M
SE,Data Scientist,115900,US,M
SE,Data Analyst,89000,US,M
SE,Data Analyst,76000,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,245000,US,M
SE,Data Engineer,204300,US,M
SE,Data Engineer,115400,US,M
SE,Research Scientist,337300,US,M
SE,Research Scientist,192700,US,M
SE,Data Scientist,176000,US,M
SE,Data Scientist,151000,US,M
MI,Business Intelligence Engineer,185000,US,L
MI,Business Intelligence Engineer,79600,US,L
SE,Data Pipeline Engineer,175000,US,M
SE,Data Pipeline Engineer,170000,US,M
SE,Machine Learning Engineer,386100,US,M
SE,Machine Learning Engineer,207900,US,M
SE,Data Scientist,234000,US,M
SE,Data Scientist,146000,US,M
SE,Machine Learning Engineer,255800,US,M
SE,Machine Learning Engineer,255800,US,M
MI,Data Analyst,81650,US,M
MI,Data Analyst,51175,US,M
MI,Data Scientist,136000,US,M
MI,Data Scientist,106700,US,M
MI,Data Engineer,167500,US,M
MI,Data Engineer,106500,US,M
SE,Data Engineer,240500,US,L
SE,Data Engineer,123700,US,L
MI,Data Engineer,109000,US,M
MI,Data Engineer,93500,US,M
MI,Data Scientist,75000,US,M
MI,Data Scientist,70000,US,M
SE,Data Scientist,206000,US,M
SE,Data Scientist,106605,US,M
SE,Data Lead,88973,US,M
SE,Data Lead,76075,US,M
SE,Data Scientist,156000,US,M
SE,Data Scientist,95105,US,M
MI,Data Specialist,94415,US,M
MI,Data Specialist,69785,US,M
MI,Data Engineer,140000,US,M
MI,Data Engineer,65000,US,M
EN,Machine Learning Engineer,162240,US,M
EN,Machine Learning Engineer,47840,US,M
MI,Research Scientist,184800,US,M
MI,Research Scientist,107100,US,M
SE,Research Scientist,247250,US,M
SE,Research Scientist,100000,US,M
MI,Data Scientist,171240,US,M
MI,Data Scientist,81960,US,M
EX,Data Scientist,160000,US,M
EX,Data Scientist,100000,US,M
SE,Research Engineer,150000,US,M
SE,Research Engineer,80000,US,M
SE,Data Engineer,144000,US,M
SE,Data Engineer,113000,US,M
SE,Data Architect,246500,US,M
SE,Data Architect,168500,US,M
MI,Data Scientist,140000,US,M
MI,Data Scientist,125000,US,M
EN,Data Analyst,93000,US,M
EN,Data Analyst,65750,US,M
SE,Prompt Engineer,175000,US,M
SE,Prompt Engineer,140000,US,M
SE,Data Engineer,169200,US,M
SE,Data Engineer,130100,US,M
EX,BI Developer,204500,US,M
EX,BI Developer,130000,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
SE,Data Engineer,140000,US,M
SE,Data Engineer,95000,US,M
MI,Data Science,179000,US,M
MI,Data Science,106500,US,M
SE,Data Engineer,187000,US,M
SE,Data Engineer,143800,US,M
EN,Data Analyst,93000,US,M
EN,Data Analyst,65750,US,M
SE,Data Scientist,195000,US,M
SE,Data Scientist,165000,US,M
MI,Data Analyst,81650,US,M
MI,Data Analyst,51175,US,M
MI,Data Engineer,210000,US,M
MI,Data Engineer,140000,US,M
SE,Data Management Specialist,200400,US,M
SE,Data Management Specialist,116500,US,M
SE,Data Scientist,188500,US,M
SE,Data Scientist,165100,US,M
MI,Data Product Manager,166363,US,M
MI,Data Product Manager,103977,US,M
MI,Data Engineer,128600,US,M
MI,Data Engineer,100000,US,M
SE,Data Engineer,210000,US,M
SE,Data Engineer,181000,US,M
SE,Data Architect,257600,US,M
SE,Data Architect,224100,US,M
MI,Data Scientist,229900,US,M
MI,Data Scientist,201400,US,M
MI,Data Scientist,212000,US,M
MI,Data Scientist,93300,US,M
SE,Data Analyst,135000,US,M
SE,Data Analyst,90000,US,M
SE,Data Analyst,107000,US,M
SE,Data Analyst,68400,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,95000,US,M
SE,Data Engineer,230000,US,M
SE,Data Engineer,200000,US,M
MI,Machine Learning Engineer,280000,US,M
MI,Machine Learning Engineer,230000,US,M
SE,Data Scientist,81250,US,M
SE,Data Scientist,68750,US,M
SE,Data Science,267900,US,M
SE,Data Science,234700,US,M
SE,ML Engineer,220000,US,M
SE,ML Engineer,170000,US,M
MI,Data Manager,90500,US,M
MI,Data Manager,49900,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,162000,US,M
SE,Data Scientist,165000,US,M
SE,Data Scientist,71000,US,M
MI,Research Engineer,280000,US,M
MI,Research Engineer,230000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,139500,US,M
SE,Machine Learning Engineer,195500,US,M
SE,Machine Learning Engineer,132600,US,M
MI,Data Engineer,167000,US,M
MI,Data Engineer,121000,US,M
SE,Data Architect,195000,US,M
SE,Data Architect,64200,US,M
SE,Data Science,110000,US,M
SE,Data Science,70000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Data Analyst,750000,US,M
SE,Data Analyst,150000,US,M
SE,Data Scientist,220800,US,M
SE,Data Scientist,124800,US,M
SE,Data Scientist,234000,US,M
SE,Data Scientist,146000,US,M
SE,Machine Learning Engineer,254400,US,M
SE,Machine Learning Engineer,151600,US,M
SE,Machine Learning Engineer,304750,US,M
SE,Machine Learning Engineer,160000,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
SE,Data Architect,190196,US,M
SE,Data Architect,155615,US,M
SE,Data Engineer,190196,US,M
SE,Data Engineer,155615,US,M
EN,Data Engineer,158100,US,M
EN,Data Engineer,138500,US,M
SE,Machine Learning Engineer,189000,US,M
SE,Machine Learning Engineer,145400,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,150000,US,M
MI,Data Engineer,154000,US,M
MI,Data Engineer,102000,US,M
MI,Data Scientist,158500,US,M
MI,Data Scientist,105646,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,139000,US,M
SE,ML Engineer,251000,US,M
SE,ML Engineer,157000,US,M
SE,Machine Learning Engineer,300000,US,M
SE,Machine Learning Engineer,235000,US,M
SE,Data Engineer,100000,US,M
SE,Data Engineer,81500,US,M
SE,Research Scientist,240000,US,M
SE,Research Scientist,200000,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Machine Learning Engineer,240000,US,M
SE,Machine Learning Engineer,200000,US,M
MI,Data Scientist,170200,US,M
MI,Data Scientist,68400,US,M
MI,Data Engineer,210100,US,M
MI,Data Engineer,210100,US,M
SE,Data Architect,164000,US,M
SE,Data Architect,117000,US,M
MI,Data Engineer,175000,US,M
MI,Data Engineer,152000,US,M
MI,Business Intelligence Engineer,186846,US,M
MI,Business Intelligence Engineer,186846,US,M
MI,Data Engineer,153000,US,M
MI,Data Engineer,106800,US,M
EN,Data Analyst,86600,US,M
EN,Data Analyst,57700,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
MI,Data Scientist,120800,US,M
MI,Data Scientist,80500,US,M
MI,Machine Learning Engineer,210100,US,M
MI,Machine Learning Engineer,210100,US,M
SE,Machine Learning Engineer,255800,US,M
SE,Machine Learning Engineer,255800,US,M
MI,Data Scientist,176000,US,M
MI,Data Scientist,158000,US,M
SE,Machine Learning Engineer,296400,US,M
SE,Machine Learning Engineer,148594,US,M
SE,Business Intelligence Engineer,145000,US,M
SE,Business Intelligence Engineer,106500,US,M
SE,Data Product Manager,170000,US,M
SE,Data Product Manager,145000,US,M
SE,Machine Learning Engineer,255800,US,M
SE,Machine Learning Engineer,255800,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Machine Learning Engineer,210100,US,M
MI,Machine Learning Engineer,210100,US,M
MI,Data Scientist,85000,US,M
MI,Data Scientist,75000,US,M
MI,Data Scientist,105000,US,M
MI,Data Scientist,70000,US,M
MI,Data Specialist,100000,US,M
MI,Data Specialist,88000,US,M
SE,Machine Learning Engineer,215000,US,M
SE,Machine Learning Engineer,146900,US,M
SE,Data Scientist,237600,US,M
SE,Data Scientist,146900,US,M
MI,Data Analyst,134500,US,M
MI,Data Analyst,100000,US,M
SE,Data Engineer,188000,US,M
SE,Data Engineer,118000,US,M
SE,Machine Learning Scientist,210000,US,M
SE,Machine Learning Scientist,132000,US,M
MI,Data Engineer,147000,US,M
MI,Data Engineer,92000,US,M
MI,Data Engineer,116000,US,M
MI,Data Engineer,97800,US,M
MI,Data Integration Specialist,60000,US,M
MI,Data Integration Specialist,54000,US,M
SE,Data Architect,187500,US,M
SE,Data Architect,120000,US,M
MI,Data Engineer,195200,US,M
MI,Data Engineer,83900,US,M
EN,Research Analyst,124000,US,M
EN,Research Analyst,74000,US,M
MI,Data Scientist,188500,US,M
MI,Data Scientist,165100,US,M
SE,Data Scientist,206000,US,M
SE,Data Scientist,106605,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,90000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,128000,US,M
MI,Data Scientist,229900,US,M
MI,Data Scientist,201400,US,M
SE,Data Engineer,198000,US,M
SE,Data Engineer,132000,US,M
MI,Machine Learning Engineer,240000,US,M
MI,Machine Learning Engineer,160000,US,M
SE,Data Analyst,140726,US,M
SE,Data Analyst,107197,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,139000,US,M
SE,Machine Learning Engineer,331640,US,M
SE,Machine Learning Engineer,283780,US,M
SE,Machine Learning Engineer,230000,US,M
SE,Machine Learning Engineer,175000,US,M
MI,Data Scientist,180000,US,M
MI,Data Scientist,162000,US,M
SE,Data Science,243000,US,M
SE,Data Science,162000,US,M
SE,Data Engineer,218500,US,M
SE,Data Engineer,161500,US,M
MI,Data Scientist,160000,US,M
MI,Data Scientist,100000,US,M
MI,Business Intelligence Analyst,226844,US,M
MI,Business Intelligence Analyst,120672,US,M
EN,Data Operations Analyst,95000,US,M
EN,Data Operations Analyst,80000,US,M
MI,Data Analyst,82000,US,M
MI,Data Analyst,77000,US,M
SE,Data Scientist,296980,US,M
SE,Data Scientist,123740,US,M
MI,Data Manager,130000,US,M
MI,Data Manager,122500,US,M
SE,Data Analyst,133504,US,M
SE,Data Analyst,83576,US,M
MI,ML Engineer,106050,US,M
MI,ML Engineer,80420,US,M
MI,Data Science Manager,196000,US,M
MI,Data Science Manager,140000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,125000,US,M
SE,Machine Learning Engineer,220600,US,M
SE,Machine Learning Engineer,140100,US,M
MI,Research Scientist,440000,US,M
MI,Research Scientist,295000,US,M
SE,Data Engineer,187000,US,M
SE,Data Engineer,143800,US,M
SE,Data Science,110000,US,M
SE,Data Science,70000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
SE,Data Analyst,164640,US,M
SE,Data Analyst,131712,US,M
SE,Data Engineer,221000,US,M
SE,Data Engineer,185000,US,M
MI,Data Scientist,176000,US,M
MI,Data Scientist,151000,US,M
SE,Data Engineer,165000,US,M
SE,Data Engineer,100000,US,M
MI,Prompt Engineer,240960,US,M
MI,Prompt Engineer,200800,US,M
MI,Data Science,110000,US,M
MI,Data Science,95000,US,M
SE,Data Engineer,316900,US,M
SE,Data Engineer,181100,US,M
EX,Data Science Director,212000,US,M
EX,Data Science Director,190000,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93300,US,M
SE,Machine Learning Engineer,250900,US,M
SE,Machine Learning Engineer,135200,US,M
EX,Data Science,381500,US,M
EX,Data Science,221000,US,M
MI,Data Modeler,179000,US,M
MI,Data Modeler,112000,US,M
EN,Data Engineer,110000,US,M
EN,Data Engineer,90000,US,M
SE,Data Architect,234000,US,M
SE,Data Architect,146000,US,M
SE,Data Scientist,234000,US,M
SE,Data Scientist,146000,US,M
SE,Data Scientist,200000,US,M
SE,Data Scientist,175000,US,M
MI,Data Engineer,140000,US,M
MI,Data Engineer,65000,US,M
MI,Data Analyst,100000,US,M
MI,Data Analyst,70000,US,M
EN,Data Analyst,105000,US,M
EN,Data Analyst,75000,US,M
SE,Analytics Engineer,130000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,120000,US,M
EN,Data Analyst,115000,US,M
EN,Data Analyst,90000,US,M
SE,Data Analyst,140000,US,M
SE,Data Analyst,115000,US,M
SE,Data Architect,150000,US,M
SE,Data Architect,140000,US,M
SE,Data Science Lead,185000,US,M
SE,Data Science Lead,120000,US,M
SE,Data Engineer,199700,US,M
SE,Data Engineer,165100,US,M
MI,Data Engineer,179000,US,M
MI,Data Engineer,112000,US,M
EX,Data Engineer,179000,US,M
EX,Data Engineer,112000,US,M
SE,Machine Learning Engineer,365100,US,M
SE,Machine Learning Engineer,260800,US,M
MI,Data Scientist,120000,US,M
MI,Data Scientist,94400,US,M
SE,Analytics Engineer,130000,US,M
SE,Machine Learning Engineer,240500,US,M
SE,Machine Learning Engineer,192500,US,M
SE,Data Analyst,100000,US,M
SE,Data Analyst,80000,US,M
SE,Data Modeler,179000,US,M
SE,Data Modeler,112000,US,M
SE,Data Architect,138000,US,M
SE,Data Architect,86000,US,M
EN,Data Analyst,180700,US,M
EN,Data Analyst,97000,US,M
MI,Business Intelligence Engineer,206000,US,M
MI,Business Intelligence Engineer,134000,US,M
MI,Machine Learning Engineer,170000,US,M
MI,Machine Learning Engineer,125100,US,M
EX,Data Science,209700,US,M
EX,Data Science,161300,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,200000,US,M
SE,Machine Learning Engineer,300000,US,M
SE,Machine Learning Engineer,185000,US,M
SE,Data Engineer,195000,US,M
SE,Data Engineer,160000,US,M
SE,Data Science,179000,US,M
SE,Data Science,112000,US,M
SE,Data Engineer,169200,US,M
SE,Data Engineer,130100,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
MI,Data Scientist,130000,US,M
MI,Data Scientist,100000,US,M
SE,Data Engineer,184000,US,M
SE,Data Engineer,123000,US,M
EN,Data Scientist,144650,US,M
EN,Data Scientist,86800,US,M
SE,Data Scientist,125000,US,M
SE,Data Scientist,97000,US,M
SE,Data Science Consultant,104000,US,M
SE,Data Science Consultant,80000,US,M
SE,Data Scientist,294000,US,M
SE,Data Scientist,204000,US,M
SE,Data Scientist,272400,US,M
SE,Data Scientist,155600,US,M
MI,Data Engineer,184000,US,M
MI,Data Engineer,123000,US,M
SE,Machine Learning Engineer,303400,US,M
SE,Machine Learning Engineer,216700,US,M
SE,Data Engineer,144000,US,M
SE,Data Engineer,113000,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
MI,BI Developer,120000,US,M
MI,BI Developer,62100,US,M
EN,Research Analyst,250000,US,M
EN,Research Analyst,150000,US,M
MI,Business Intelligence Developer,87800,US,M
MI,Business Intelligence Developer,76300,US,M
MI,Data Engineer,145500,US,M
MI,Data Engineer,93000,US,M
MI,Data Scientist,85000,US,M
MI,Data Scientist,75000,US,M
MI,Data Scientist,105000,US,M
MI,Data Scientist,70000,US,M
SE,Data Engineer,204662,US,M
SE,Data Engineer,184662,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
EN,Data Analyst,115000,US,M
EN,Data Analyst,85000,US,M
EX,Director of Data Science,225000,US,M
EX,Director of Data Science,180000,US,M
SE,MLOps Engineer,175000,US,M
SE,MLOps Engineer,110000,US,M
SE,Machine Learning Scientist,252000,US,M
SE,Machine Learning Scientist,157500,US,M
SE,Machine Learning Engineer,267900,US,M
SE,Machine Learning Engineer,234700,US,M
EN,Data Analyst,195500,US,M
EN,Data Analyst,68000,US,M
SE,Data Scientist,242000,US,M
SE,Data Scientist,106200,US,M
SE,Machine Learning Engineer,215000,US,M
SE,Machine Learning Engineer,146900,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
MI,Business Intelligence Analyst,200400,US,M
MI,Business Intelligence Analyst,126900,US,M
SE,Data Analyst,175520,US,M
SE,Data Analyst,103786,US,M
SE,Data Scientist,195000,US,M
SE,Data Scientist,146900,US,M
MI,Data Analyst,134500,US,M
MI,Data Analyst,100000,US,M
MI,Data Engineer,159000,US,M
MI,Data Engineer,111300,US,M
MI,Machine Learning Engineer,173400,US,M
MI,Machine Learning Engineer,99100,US,M
SE,Business Intelligence Engineer,185000,US,L
SE,Business Intelligence Engineer,79600,US,L
SE,Data Scientist,218000,US,M
SE,Data Scientist,145000,US,M
SE,Research Scientist,258100,US,M
SE,Research Scientist,151900,US,M
MI,Data Science,179000,US,M
MI,Data Science,106500,US,M
MI,Data Scientist,212800,US,L
MI,Data Scientist,111600,US,L
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,170000,US,M
SE,Research Engineer,440000,US,M
SE,Research Engineer,100000,US,M
EX,Data Scientist,246100,US,M
EX,Data Scientist,181900,US,M
EN,Machine Learning Engineer,91000,US,M
EN,Machine Learning Engineer,70000,US,M
EX,Business Intelligence Developer,177500,US,M
EX,Business Intelligence Developer,117500,US,M
EN,Business Intelligence Analyst,95000,US,M
EN,Business Intelligence Analyst,70000,US,M
SE,Data Science,258720,US,M
SE,Data Science,160000,US,M
MI,BI Developer,154800,US,M
MI,BI Developer,76300,US,M
MI,AI Engineer,170200,US,M
MI,AI Engineer,83900,US,M
MI,Data Scientist,250000,US,M
MI,Data Scientist,131600,US,M
SE,Data Scientist,240000,US,M
SE,Data Scientist,187000,US,M
MI,Data Engineer,134600,US,M
MI,Data Engineer,103000,US,M
SE,Machine Learning Engineer,324000,US,M
SE,Machine Learning Engineer,159000,US,M
SE,Data Engineer,385000,US,M
SE,Data Engineer,245000,US,M
MI,Data Scientist,385000,US,M
MI,Data Scientist,245000,US,M
MI,Data Engineer,214300,US,M
MI,Data Engineer,108500,US,M
SE,Machine Learning Engineer,245700,US,M
SE,Machine Learning Engineer,132300,US,M
MI,Data Specialist,80000,US,M
MI,Data Specialist,73000,US,M
EX,Data Science,175762,US,M
EX,Data Science,97254,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,295000,US,M
MI,Research Engineer,118600,US,M
MI,Research Engineer,96800,US,M
MI,Data Scientist,198800,US,M
MI,Data Scientist,90700,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
SE,Data Engineer,269100,US,M
SE,Data Engineer,131300,US,M
MI,Research Engineer,440000,US,M
MI,Research Engineer,245000,US,M
EN,Data Analyst,99900,US,M
EN,Data Analyst,83000,US,M
MI,Research Engineer,240960,US,M
MI,Research Engineer,190000,US,M
SE,Data Architect,178600,US,M
SE,Data Architect,67200,US,M
MI,Data Visualization Specialist,170200,US,M
MI,Data Visualization Specialist,83900,US,M
SE,Research Engineer,450000,US,M
SE,Research Engineer,245000,US,M
SE,ETL Developer,99500,US,M
SE,ETL Developer,53300,US,M
SE,Research Engineer,240960,US,M
SE,Research Engineer,200800,US,M
MI,Data Science Practitioner,170200,US,M
MI,Data Science Practitioner,83900,US,M
SE,Data Science,261050,US,M
SE,Data Science,187000,US,M
SE,Machine Learning Engineer,331640,US,M
SE,Machine Learning Engineer,283780,US,M
SE,Data Analyst,146500,US,M
SE,Data Analyst,96000,US,M
SE,Computer Vision Engineer,235000,US,M
SE,Computer Vision Engineer,185000,US,M
SE,Research Scientist,440000,US,M
SE,Research Scientist,245000,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
SE,Data Architect,178600,US,M
SE,Data Architect,76300,US,M
SE,Data Engineer,260000,US,M
SE,Data Engineer,225000,US,M
SE,Data Engineer,165000,US,M
SE,Data Engineer,137000,US,M
SE,Applied Scientist,260000,US,L
SE,Applied Scientist,136000,US,L
SE,Data Scientist,296100,US,M
SE,Data Scientist,144500,US,M
SE,Research Scientist,278700,US,M
SE,Research Scientist,159300,US,M
MI,Analytics Engineer,100000,US,M
MI,Analytics Engineer,75000,US,M
SE,Data Lead,180000,US,M
SE,Data Lead,140000,US,M
SE,Research Scientist,440000,US,M
SE,Research Scientist,245000,US,M
SE,Data Analyst,116800,US,M
SE,Data Analyst,87600,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,125000,US,M
SE,Data Architect,283500,US,M
SE,Data Architect,149000,US,M
SE,ML Engineer,357900,US,M
SE,ML Engineer,189400,US,M
SE,Data Scientist,212000,US,M
SE,Data Scientist,93400,US,M
SE,Data Engineer,128656,US,M
SE,Data Engineer,103330,US,M
SE,Machine Learning Engineer,250900,US,M
SE,Machine Learning Engineer,135200,US,M
SE,Applied Scientist,414000,US,M
SE,Applied Scientist,216000,US,M
MI,Data Specialist,69000,US,M
MI,Data Specialist,51000,US,M
SE,Data Analyst,109000,US,M
SE,Data Analyst,62300,US,M
MI,Analytics Engineer,134160,US,M
MI,Analytics Engineer,72240,US,M
MI,Data Analyst,90500,US,M
MI,Data Analyst,42400,US,M
SE,Data Architect,381500,US,M
SE,Data Architect,202500,US,M
SE,Machine Learning Engineer,257000,US,M
SE,Machine Learning Engineer,129000,US,M
EN,Data Analyst,80000,US,M
EN,Data Analyst,45700,US,M
SE,Data Science,138000,US,M
SE,Data Science,86000,US,M
SE,Data Science,152000,US,M
SE,Data Science,133200,US,M
SE,Data Analyst,135000,US,M
SE,Data Analyst,120000,US,M
SE,Data Engineer,175000,US,M
SE,Data Engineer,150000,US,M
MI,Data Developer,100000,US,M
MI,Data Developer,95000,US,M
MI,Research Scientist,179000,US,M
MI,Research Scientist,112000,US,M
SE,Data Architect,234000,US,M
SE,Data Architect,146000,US,M
MI,Data Engineer,107800,US,M
MI,Data Engineer,61600,US,M
SE,ML Engineer,324000,US,M
SE,ML Engineer,159000,US,M
SE,Research Scientist,179000,US,M
SE,Research Scientist,112000,US,M
SE,Data Engineer,247300,US,M
SE,Data Engineer,139700,US,M
EN,Data Analyst,93000,US,M
EN,Data Analyst,65750,US,M
MI,Applied Scientist,222200,US,L
MI,Applied Scientist,136000,US,L
SE,Research Scientist,234000,US,M
SE,Research Scientist,146000,US,M
MI,Data Engineer,130000,US,M
MI,Data Engineer,90800,US,M
EN,Data Analyst,93000,US,M
EN,Data Analyst,65750,US,M
MI,Data Engineer,166000,US,M
MI,Data Engineer,73100,US,M
MI,Data Scientist,166000,US,M
MI,Data Scientist,73100,US,M
SE,Research Scientist,179000,US,M
SE,Research Scientist,112000,US,M
SE,Machine Learning Engineer,186754,US,M
SE,Machine Learning Engineer,101000,US,M
SE,Data Scientist,80000,US,M
SE,Data Scientist,67500,US,M
SE,Data Engineer,138000,US,M
SE,Data Engineer,86000,US,M
MI,Data Engineer,106050,US,M
MI,Data Engineer,80420,US,M
SE,Research Scientist,234000,US,M
SE,Research Scientist,146000,US,M
EN,Data Analyst,179000,US,M
EN,Data Analyst,112000,US,M
SE,Research Engineer,234000,US,M
SE,Research Engineer,146000,US,M
SE,Data Architect,186000,US,M
SE,Data Architect,81800,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,94100,US,M
EX,Data Engineer,225000,US,M
EX,Data Engineer,215000,US,M
EN,Data Analyst,179000,US,M
EN,Data Analyst,112000,US,M
MI,Machine Learning Engineer,166000,US,M
MI,Machine Learning Engineer,73100,US,M
MI,Data Engineer,115000,US,M
MI,Data Engineer,80000,US,M
MI,Research Scientist,179000,US,M
MI,Research Scientist,112000,US,M
MI,Data Scientist,179000,US,M
MI,Data Scientist,112000,US,M
SE,Research Scientist,440000,US,M
SE,Research Scientist,295000,US,M
MI,Data Scientist,218000,US,M
MI,Data Scientist,152600,US,M
MI,Machine Learning Scientist,750000,US,M
MI,Machine Learning Scientist,150000,US,M
SE,Data Scientist,136197,US,M
SE,Data Scientist,100000,US,M
SE,Research Engineer,440000,US,M
SE,Research Engineer,295000,US,M
EX,Data Engineer,179000,US,M
EX,Data Engineer,112000,US,M
MI,Data Scientist,175100,US,M
MI,Data Scientist,82915,US,M
SE,Data Science Consultant,112000,US,M
SE,Data Science Consultant,109000,US,M
MI,Analytics Engineer,116550,US,M
MI,Analytics Engineer,79200,US,M
SE,Machine Learning Engineer,210000,US,M
SE,Machine Learning Engineer,160000,US,M
SE,Data Engineer,116000,US,M
SE,Data Engineer,90000,US,M
SE,Research Scientist,247600,US,L
SE,Research Scientist,127300,US,L
SE,Machine Learning Engineer,258100,US,M
SE,Machine Learning Engineer,151900,US,M
MI,Research Engineer,720000,US,M
MI,Research Engineer,100000,US,M
SE,Data Analyst,171000,US,M
SE,Data Analyst,93000,US,M
SE,Data Science Consultant,104000,US,M
SE,Data Science Consultant,80000,US,M
MI,Data Analyst,158000,US,M
MI,Data Analyst,106000,US,M
MI,Research Scientist,720000,US,M
MI,Research Scientist,100000,US,M
SE,Data Analyst,140130,US,M
SE,Data Analyst,84870,US,M
MI,Research Engineer,720000,US,M
MI,Research Engineer,100000,US,M
